task_id,source_6154_model,source_6029_model,onnx_load_6154,onnx_load_6029,file_size_6154,file_size_6029,node_count_6154,node_count_6029,initializer_count_6154,initializer_count_6029,parameter_bytes_6154,parameter_bytes_6029,memory_footprint_proxy_6154,memory_footprint_proxy_6029,estimated_cost_6154,estimated_cost_6029,estimated_utility_6154,estimated_utility_6029,delta_memory,delta_cost,delta_utility,banned_ops_6154,banned_ops_6029,risk,recommendation,recommended_action,source_id
task135,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task135.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task135.onnx,True,True,381,381,2,2,3,3,48,48,408,408,414,414,18.974134,18.974134,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task136,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task136.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task136.onnx,True,True,3173,4980,25,31,14,17,698,1796,5398,19796,5567,20229,16.375388,15.085128,14398,14662,-1.290261,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task137,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task137.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task137.onnx,True,True,3864,3864,36,36,9,9,1062,1062,72568,72578,73534,73544,13.794497,13.794361,10,10,-0.000136,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task138,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task138.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task138.onnx,True,True,11562,11562,143,143,11,11,654,654,198363,198483,198498,198618,12.801466,12.800861,120,120,-0.000604,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task139,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task139.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task139.onnx,True,True,3865,3865,33,33,22,22,814,814,4270,4270,4444,4444,16.600690,16.600690,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task140,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task140.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task140.onnx,True,True,474,474,2,2,5,5,128,128,488,488,504,504,18.777424,18.777424,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task141,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task141.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task141.onnx,True,True,2345,2345,21,21,10,10,340,340,16090,16090,16159,16159,15.309768,15.309768,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task142,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task142.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task142.onnx,True,True,7454,7454,1,1,1,1,7200,7200,7200,7200,9000,9000,15.895020,15.895020,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task143,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task143.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task143.onnx,True,True,2690,2690,21,21,15,15,408,408,23276,23276,23333,23333,14.942376,14.942376,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task144,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task144.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task144.onnx,True,True,1639,1639,11,11,8,8,272,272,1488,1488,1538,1538,17.661762,17.661762,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task145,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task145.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task145.onnx,True,True,31434,31434,325,325,34,34,2046,2046,74470,74470,75403,75403,13.769398,13.769398,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task146,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task146.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task146.onnx,True,True,1894,1931,29,29,10,12,179,182,2411,2414,2435,2440,17.202298,17.200247,3,5,-0.002051,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task147,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task147.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task147.onnx,True,True,3825,3825,1,1,2,2,3640,3640,3640,3640,4550,4550,16.577117,16.577117,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task148,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task148.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task148.onnx,True,True,10573,10573,107,107,16,16,1520,1520,36916,36916,37269,37269,14.474083,14.474083,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task149,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task149.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task149.onnx,True,True,1404,1404,13,13,7,7,188,188,5283,5283,5327,5327,16.419456,16.419456,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task150,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task150.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task150.onnx,True,True,1299,1320,11,12,6,5,284,268,1262,4908,1298,4942,17.831420,16.494475,3646,3644,-1.336945,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task151,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task151.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task151.onnx,True,True,2352,2352,20,20,14,14,440,440,23480,23480,23565,23565,14.932482,14.932482,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task152,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task152.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task152.onnx,True,True,7454,7454,1,1,1,1,7200,7200,7200,7200,9000,9000,15.895020,15.895020,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task153,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task153.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task153.onnx,True,True,54531,862351,544,14744,45,1348,2904,21464,62331,1465073,63432,1470420,13.942276,10.798941,1402742,1406988,-3.143335,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task154,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task154.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task154.onnx,True,True,8020,7650,44,43,14,8,4192,4000,48776,77384,49766,78350,14.184913,13.731059,28608,28584,-0.453854,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task155,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task155.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task155.onnx,True,True,1299,1347,11,12,6,6,284,276,1262,4916,1298,4951,17.831420,16.492655,3654,3653,-1.338765,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task156,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task156.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task156.onnx,True,True,49215,7856,375,65,73,15,3990,2012,28643,60147,30542,61114,14.673142,13.979504,31504,30572,-0.693638,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task157,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task157.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task157.onnx,True,True,327441,857911,678,433,102,464,253083,821196,2659741,8327396,2713954,8529677,10.186083,9.040938,5667655,5815723,-1.145145,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task158,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task158.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task158.onnx,True,True,58188,95337,345,822,101,101,12261,3848,473266,6567456,478433,6568221,11.921729,9.302246,6094190,6089788,-2.619482,,,high,high_risk_boundary_or_unknown,probe_bottom15_structural_difference,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task159,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task159.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task159.onnx,True,True,12966,12966,57,57,16,16,8444,8444,93840,93840,97945,97945,13.507839,13.507839,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task160,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task160.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task160.onnx,True,True,2189,2362,19,18,11,13,300,476,4820,14376,4886,14471,16.505871,15.420098,9556,9585,-1.085773,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task161,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task161.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task161.onnx,True,True,6008,6008,51,51,18,18,308,308,136935,136935,137016,137016,13.172147,13.172147,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task162,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task162.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task162.onnx,True,True,2268,2268,19,19,11,11,140,140,63388,63388,63431,63431,13.942292,13.942292,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task163,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task163.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task163.onnx,True,True,13875,13875,66,66,22,22,7784,7784,41108,41108,42763,42763,14.336571,14.336571,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task164,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task164.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task164.onnx,True,True,479,479,1,1,1,1,240,240,240,240,270,270,19.401578,19.401578,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task165,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task165.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task165.onnx,True,True,4910,4910,25,25,15,15,2168,2168,68698,68698,69692,69692,13.848159,13.848159,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task166,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task166.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task166.onnx,True,True,1628,1628,10,10,8,8,252,252,34076,34076,34113,34113,14.562566,14.562566,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task167,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task167.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task167.onnx,True,True,2375,2375,8,8,9,9,1268,1268,1791,1791,2085,2085,17.357476,17.357476,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task168,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task168.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task168.onnx,True,True,7297,7297,44,44,11,11,1220,1220,32856,32856,33141,33141,14.591474,14.591474,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task169,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task169.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task169.onnx,True,True,21301,23816,168,179,87,71,1528,4072,24501,61888,25181,62615,14.866155,13.955240,37387,37434,-0.910915,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task170,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task170.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task170.onnx,True,True,64849,64849,681,681,33,33,15440,15440,93755,93755,97570,97570,13.511675,13.511675,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task171,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task171.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task171.onnx,True,True,3825,3825,1,1,2,2,3640,3640,3640,3640,4550,4550,16.577117,16.577117,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task172,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task172.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task172.onnx,True,True,479,479,1,1,1,1,240,240,240,240,270,270,19.401578,19.401578,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task173,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task173.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task173.onnx,True,True,10061,10108,68,69,24,23,536,535,175562,181811,175779,182027,12.923017,12.888090,6249,6248,-0.034928,,,high,high_risk_boundary_or_unknown,probe_bottom15_structural_difference,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task174,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task174.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task174.onnx,True,True,61839,61839,790,790,24,24,540,540,52485,53565,52559,53639,14.130308,14.109968,1080,1080,-0.020340,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task175,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task175.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task175.onnx,True,True,11343,12412,22,22,15,15,9232,11036,103306,123110,106057,125861,13.428268,13.257067,19804,19804,-0.171201,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task176,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task176.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task176.onnx,True,True,1420,1420,6,6,9,9,576,576,10176,10176,10296,10296,15.760489,15.760489,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task177,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task177.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task177.onnx,True,True,4180,4180,37,37,12,12,840,840,75440,75440,75545,75545,13.767516,13.767516,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task178,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task178.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task178.onnx,True,True,11303,11303,123,123,30,30,2440,2440,41706,41706,42275,42275,14.348049,14.348049,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task179,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task179.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task179.onnx,True,True,170,170,1,1,0,0,0,0,0,0,0,0,25.000000,25.000000,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task180,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task180.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task180.onnx,True,True,4414,4414,5,5,5,5,3736,3736,11672,11672,12594,12594,15.559024,15.559024,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task181,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task181.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task181.onnx,True,True,3083,3083,21,21,21,21,586,586,1694,1694,1780,1780,17.515631,17.515631,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task182,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task182.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task182.onnx,True,True,30831,70465,291,522,81,57,1286,1984,206484,766184,207078,767130,12.759149,11.449588,559700,560052,-1.309561,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task183,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task183.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task183.onnx,True,True,4645,4645,55,55,9,9,212,212,25052,25052,25090,25090,14.869775,14.869775,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task184,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task184.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task184.onnx,True,True,6934,6934,51,51,15,15,207,207,51828,51828,51871,51871,14.143485,14.143485,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task185,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task185.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task185.onnx,True,True,18881,18881,242,242,19,19,528,528,60045,76299,60112,76366,13.996035,13.756707,16254,16254,-0.239328,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task186,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task186.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task186.onnx,True,True,2418,2418,6,6,8,8,1612,1612,2028,2028,2410,2410,17.212618,17.212618,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task187,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task187.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task187.onnx,True,True,8852,8852,87,87,14,14,986,986,108086,108086,108999,108999,13.400906,13.400906,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task188,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task188.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task188.onnx,True,True,4356,4356,41,41,15,15,304,304,11276,11276,11324,11324,15.665320,15.665320,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task189,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task189.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task189.onnx,True,True,8560,8560,86,86,55,55,1664,1664,47700,47700,48004,48004,14.220960,14.220960,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task190,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task190.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task190.onnx,True,True,8781,8781,63,63,40,40,1360,1360,12386,12386,12564,12564,15.561409,15.561409,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task191,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task191.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task191.onnx,True,True,13532,132233,210,1037,27,39,732,608,129868,709785,130008,709950,13.224649,11.527050,579917,579942,-1.697599,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task192,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task192.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task192.onnx,True,True,2511,2511,21,21,12,12,266,266,54740,54740,54801,54801,14.088536,14.088536,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task193,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task193.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task193.onnx,True,True,1925,1925,14,14,12,12,266,266,53866,53866,53927,53927,14.104613,14.104613,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task194,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task194.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task194.onnx,True,True,7454,7454,1,1,1,1,7200,7200,7200,7200,9000,9000,15.895020,15.895020,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task195,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task195.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task195.onnx,True,True,5381,5381,33,33,10,10,2154,2154,14464,14464,16383,16383,15.296001,15.296001,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task196,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task196.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task196.onnx,True,True,3457,3457,30,30,14,14,364,364,44689,44689,44756,44756,14.291019,14.291019,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task197,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task197.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task197.onnx,True,True,1758,1758,17,17,7,7,76,76,65390,65390,65406,65406,13.911631,13.911631,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task198,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task198.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task198.onnx,True,True,6979,6979,51,51,14,14,1886,1886,104794,104794,105707,105707,13.431574,13.431574,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task199,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task199.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task199.onnx,True,True,2948,2948,22,22,14,14,324,324,16427,16427,16481,16481,15.290037,15.290037,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task200,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task200.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task200.onnx,True,True,3848,797905,38,91,17,41,272,792040,8524,2952880,8578,3150890,15.943044,10.036804,2944356,3142312,-5.906239,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task201,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task201.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task201.onnx,True,True,10924,10924,135,135,20,20,2314,2314,94706,94862,95638,95794,13.531674,13.530045,156,156,-0.001630,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task202,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task202.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task202.onnx,True,True,3582,3582,31,31,5,5,36,36,125742,125742,125756,125756,13.257901,13.257901,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task203,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task203.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task203.onnx,True,True,6437,6437,36,36,15,15,2854,2854,90566,91290,91256,91980,13.578576,13.570674,724,724,-0.007902,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
