task_id,source_6154_model,source_6029_model,onnx_load_6154,onnx_load_6029,file_size_6154,file_size_6029,node_count_6154,node_count_6029,initializer_count_6154,initializer_count_6029,parameter_bytes_6154,parameter_bytes_6029,memory_footprint_proxy_6154,memory_footprint_proxy_6029,estimated_cost_6154,estimated_cost_6029,estimated_utility_6154,estimated_utility_6029,delta_memory,delta_cost,delta_utility,banned_ops_6154,banned_ops_6029,risk,recommendation,recommended_action,source_id
task342,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task342.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task342.onnx,True,True,4815,4815,38,38,16,16,1021,1021,14153,14153,14390,14390,15.425711,15.425711,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task343,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task343.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task343.onnx,True,True,7569,7569,86,86,16,16,2228,2228,31590,31590,31959,31959,14.627791,14.627791,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task344,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task344.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task344.onnx,True,True,10236,10236,1,1,2,2,10040,10040,10040,10040,12550,12550,15.562524,15.562524,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task345,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task345.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task345.onnx,True,True,6721,6721,30,30,13,13,3800,3800,54188,54188,55129,55129,14.082569,14.082569,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task346,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task346.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task346.onnx,True,True,2236,2236,13,13,12,12,532,532,9601,9601,9710,9710,15.819088,15.819088,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task347,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task347.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task347.onnx,True,True,1369,1369,10,10,10,10,292,292,2164,2164,2211,2211,17.298800,17.298800,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task348,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task348.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task348.onnx,True,True,3000,3000,29,29,12,12,324,324,7492,7492,7631,7631,16.060026,16.060026,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task349,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task349.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task349.onnx,True,True,8755,8755,89,89,22,22,176,176,146876,146876,146958,146958,13.102098,13.102098,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task350,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task350.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task350.onnx,True,True,1437,2670,17,19,7,9,204,824,20004,28904,20035,29553,15.094764,14.706059,8900,9518,-0.388705,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task351,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task351.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task351.onnx,True,True,3049,3049,25,25,7,7,314,314,35428,35428,35468,35468,14.523614,14.523614,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task352,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task352.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task352.onnx,True,True,1398,1398,11,11,7,7,208,208,6808,6808,6834,6834,16.170335,16.170335,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task353,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task353.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task353.onnx,True,True,3244,3244,31,31,13,13,520,520,5706,5706,5931,5931,16.312052,16.312052,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task354,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task354.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task354.onnx,True,True,4335,4335,38,38,24,24,1084,1084,47304,47304,47555,47555,14.230358,14.230358,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task355,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task355.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task355.onnx,True,True,4506,4506,45,45,12,12,933,933,15471,19101,15595,19225,15.345294,15.136033,3630,3630,-0.209261,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task356,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task356.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task356.onnx,True,True,2344,2344,21,21,10,10,272,272,5152,5152,5274,5274,16.429456,16.429456,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task357,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task357.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task357.onnx,True,True,2328,2328,23,23,11,11,222,222,7354,7354,7402,7402,16.090494,16.090494,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task358,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task358.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task358.onnx,True,True,10944,10944,132,132,37,37,1030,1030,114635,114635,115051,115051,13.346869,13.346869,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task359,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task359.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task359.onnx,True,True,3909,3909,32,32,9,9,706,706,51748,51748,51882,51882,14.143273,14.143273,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task360,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task360.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task360.onnx,True,True,1399,1399,10,10,15,15,284,284,11644,11644,11680,11680,15.634367,15.634367,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task361,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task361.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task361.onnx,True,True,6886,6930,60,61,21,20,2062,2061,17703,18702,17980,18978,15.202985,15.148964,999,998,-0.054020,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task362,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task362.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task362.onnx,True,True,2814,2814,26,26,11,11,660,660,15944,15944,16088,16088,15.314171,15.314171,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task363,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task363.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task363.onnx,True,True,5499,170389,48,260,22,108,784,155224,89422,668450,89679,707167,13.596008,11.530978,579028,617488,-2.065030,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task364,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task364.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task364.onnx,True,True,9250,8082,63,104,28,57,2098,1384,78994,158584,79974,158772,13.710543,13.024776,79590,78798,-0.685768,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task365,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task365.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task365.onnx,True,True,16991,17605,234,242,12,12,556,556,59299,59489,59370,59560,14.008456,14.005261,190,190,-0.003195,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task366,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task366.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task366.onnx,True,True,107036,1269927,899,12512,72,367,12104,214712,1098373,60592286,1103908,60644265,11.085633,7.079464,59493913,59540357,-4.006168,,,high,high_risk_boundary_or_unknown,probe_bottom15_structural_difference,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task367,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task367.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task367.onnx,True,True,26515,293653,196,694,69,474,6274,236776,252534,2015126,255143,2074299,12.550421,10.454866,1762592,1819156,-2.095554,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task368,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task368.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task368.onnx,True,True,14735,14770,183,183,31,32,396,436,51028,54268,51093,54343,14.158597,14.096929,3240,3250,-0.061668,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task369,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task369.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task369.onnx,True,True,4692,4692,24,24,11,11,2188,2188,14988,14988,15517,15517,15.350309,15.350309,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task370,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task370.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task370.onnx,True,True,43394,37248,388,316,139,134,6105,4640,163659,371131,165029,371712,12.986124,12.174125,207472,206683,-0.811998,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task371,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task371.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task371.onnx,True,True,2475,2475,21,21,14,14,468,468,25208,25208,25297,25297,14.861559,14.861559,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task372,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task372.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task372.onnx,True,True,1328,1328,10,10,9,9,240,240,13880,13880,13910,13910,15.459637,15.459637,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task373,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task373.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task373.onnx,True,True,988,988,6,6,8,8,212,212,1252,1252,1279,1279,17.846166,17.846166,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task374,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task374.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task374.onnx,True,True,16450,16450,144,144,27,27,1458,1458,52862,52862,53495,53495,14.112657,14.112657,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task375,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task375.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task375.onnx,True,True,2214,2214,19,19,12,12,308,308,15421,15421,15480,15480,15.352696,15.352696,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task376,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task376.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task376.onnx,True,True,2344,2344,26,26,7,7,304,304,42772,42892,42811,42931,14.335450,14.332651,120,120,-0.002799,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task377,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task377.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task377.onnx,True,True,19220,19220,208,208,17,17,4879,4879,67620,67620,69760,69760,13.847184,13.847184,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task378,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task378.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task378.onnx,True,True,10496,10496,95,95,17,17,2040,2040,66022,66022,66506,66506,13.894953,13.894953,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task379,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task379.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task379.onnx,True,True,10260,10260,107,107,31,31,3638,3638,74407,74407,76139,76139,13.759684,13.759684,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task380,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task380.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task380.onnx,True,True,531,531,3,3,6,6,132,132,852,852,869,869,18.232657,18.232657,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task381,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task381.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task381.onnx,True,True,3773,5721,31,20,12,9,336,3772,3976,58012,4018,58949,16.701460,14.015572,54036,54931,-2.685888,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task382,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task382.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task382.onnx,True,True,32747,65997,242,322,91,27,6712,43800,119008,358308,121206,369246,13.294753,12.180782,239300,248040,-1.113972,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task383,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task383.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task383.onnx,True,True,6805,6805,57,57,11,11,1892,1892,130922,130922,131859,131859,13.210512,13.210512,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task384,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task384.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task384.onnx,True,True,4542,4542,39,39,13,13,1080,1080,75696,75696,75831,75831,13.763738,13.763738,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task385,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task385.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task385.onnx,True,True,175,175,1,1,1,1,240,240,240,240,270,270,19.401578,19.401578,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task386,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task386.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task386.onnx,True,True,1471,1471,12,12,10,10,292,292,2884,2884,2931,2931,17.016901,17.016901,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task387,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task387.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task387.onnx,True,True,13036,89870,125,875,25,381,1056,15380,64526,2075552,64937,2077516,13.918827,10.453316,2011026,2012579,-3.465511,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task388,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task388.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task388.onnx,True,True,6368,6368,48,48,30,30,1340,1340,17936,17936,18111,18111,15.195725,15.195725,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task389,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task389.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task389.onnx,True,True,1421,1421,13,13,9,9,208,208,2064,2064,2106,2106,17.347454,17.347454,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task390,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task390.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task390.onnx,True,True,7851,7851,41,41,11,11,4252,4252,35598,35598,36595,36595,14.492333,14.492333,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task391,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task391.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task391.onnx,True,True,2841,2841,26,26,12,12,216,216,10208,10208,10237,10237,15.766236,15.766236,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task392,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task392.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task392.onnx,True,True,13503,13503,49,49,35,35,9188,9188,57220,57448,59318,59546,14.009332,14.005496,228,228,-0.003836,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task393,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task393.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task393.onnx,True,True,2433,2433,22,22,12,12,216,216,6060,6060,6089,6089,16.285761,16.285761,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task394,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task394.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task394.onnx,True,True,5312,5312,78,78,14,14,276,276,5004,5016,5039,5051,16.475037,16.472658,12,12,-0.002379,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task395,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task395.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task395.onnx,True,True,1479,1479,12,12,10,10,292,292,2236,2236,2283,2283,17.266754,17.266754,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task396,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task396.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task396.onnx,True,True,148123,148123,407,407,160,160,98424,98424,249816,249816,266472,266472,12.506976,12.506976,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task397,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task397.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task397.onnx,True,True,7101,7101,77,77,30,30,904,904,30038,30038,30233,30233,14.683311,14.683311,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task398,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task398.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task398.onnx,True,True,8768,8768,44,44,28,28,6016,6016,89549,89549,90319,90319,13.588897,13.588897,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task399,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task399.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task399.onnx,True,True,1907,1907,8,8,4,4,1235,1235,2165,2165,3074,3074,16.969265,16.969265,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
task400,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task400.onnx,E:\kagglegolf\data\external\public_bundles\jsrdcht_6029_submission_bundle\extracted\task400.onnx,True,True,3021,3021,25,25,6,6,306,306,35420,35420,35459,35459,14.523868,14.523868,0,0,0.000000,,,medium,hold,keep_6154,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029
