task_id,arc_id,solver_name,solver_exists,solver_lines,dsl_call_count,dsl_primitives,train_pass,train_total,test_pass,test_total,arc_gen_pass,arc_gen_total,official_pass,all_examples_pass,current_node_count,current_memory_proxy,current_cost_proxy,current_utility_proxy,compile_priority,errors
task137,5c2c9af4,solve_5c2c9af4,true,17,15,"apply,center,fill,interval,lbind,leastcolor,mapply,multiply,ofcolor,pair,shift,subtract,ulcorner",3,3,1,1,227,262,true,false,36,71678,71754,13.819001,0.7453999254131242,arc-gen[0]:output_mismatch;arc-gen[45]:output_mismatch;arc-gen[48]:output_mismatch;arc-gen[57]:output_mismatch;arc-gen[64]:output_mismatch;arc-gen[101]:output_mismatch;arc-gen[107]:output_mismatch;arc-gen[110]:output_mismatch
task340,d687bc17,solve_d687bc17,true,17,15,"apply,chain,compose,cover,difference,fork,lbind,mapply,merge,objects,paint,rbind,sfilter,sizefilter",3,3,1,1,234,262,true,false,72,70714,70876,13.831313,0.7445791433518639,arc-gen[25]:output_mismatch;arc-gen[26]:output_mismatch;arc-gen[39]:output_mismatch;arc-gen[42]:output_mismatch;arc-gen[47]:output_mismatch;arc-gen[61]:output_mismatch;arc-gen[80]:output_mismatch;arc-gen[82]:output_mismatch
task162,6cf79266,solve_6cf79266,true,17,15,"astuple,chain,fill,fork,initset,lbind,mapply,matcher,ofcolor,rbind,sfilter,toindices,upscale",3,3,1,1,262,262,true,true,19,63388,63431,13.942292,0.7371805319942906,
task232,97999447,solve_97999447,true,16,14,"apply,compose,fill,fork,interval,mapply,merge,objects,paint,prapply,rbind",3,3,1,1,218,262,true,false,29,29632,29701,14.701064,0.735638285304117,arc-gen[4]:output_mismatch;arc-gen[15]:output_mismatch;arc-gen[18]:output_mismatch;arc-gen[21]:output_mismatch;arc-gen[25]:output_mismatch;arc-gen[32]:output_mismatch;arc-gen[36]:output_mismatch;arc-gen[54]:output_mismatch
task072,3428a4f5,solve_3428a4f5,true,12,10,"astuple,bottomhalf,canvas,combine,difference,fill,intersection,ofcolor,tophalf",4,4,2,2,262,262,true,true,11,1466,1515,17.676829,0.7323170717943469,
task034,1f0c79e5,solve_1f0c79e5,true,18,16,"apply,combine,compose,interval,invert,lbind,leastcolor,mapply,ofcolor,paint,prapply,recolor,replace,shift,ulcorner",4,4,1,1,262,262,true,true,79,108323,111170,13.381184,0.7261759900142288,
task228,952a094c,solve_952a094c,true,16,14,"apply,argmax,chain,compose,corners,cover,fork,lbind,merge,objects,outbox,paint,sizefilter",3,3,1,1,262,262,true,true,61,25422,25500,14.853566,0.7247452665104656,
task028,1bfc4729,solve_1bfc4729,true,14,12,"asindices,bottomhalf,box,combine,fill,hfrontier,hmirror,leastcolor,replace,tophalf,vconcat",2,2,1,1,262,262,true,true,11,5038,5367,16.411976,0.7156686976814024,
task359,e26a3af2,solve_e26a3af2,true,17,15,"apply,branch,compose,greater,repeat,rot90,x10,x14,x6",3,3,1,1,262,262,true,true,15,42404,42417,14.344695,0.7103536336173301,
task263,a87f7484,solve_a87f7484,true,15,13,"apply,branch,decrement,dmirror,extract,hsplit,leastcommon,matcher,numcolors,portrait,rbind,x4",4,4,1,1,262,262,true,true,158,8400,8452,15.957842,0.6955506445181499,
task176,7447852a,solve_7447852a,true,15,13,"colorfilter,compose,fill,interval,mapply,objects,order,pair,rbind,sfilter,size",3,3,1,1,21,21,true,true,7,8184,8304,15.975507,0.6941917388773592,
task093,4093f84a,solve_4093f84a,true,16,14,"apply,branch,hconcat,leastcolor,lefthalf,ofcolor,portrait,rbind,replace,righthalf,x5",3,3,1,1,261,261,true,true,56,15696,15754,15.335150,0.6903463985902335,
task013,0a938d79,solve_0a938d79,true,19,17,"branch,chain,compose,fgpartition,fork,lbind,mapply,merge,paint,portrait,rbind,width,x2,x6",4,4,1,1,262,262,true,true,91,119163,121420,13.292989,0.6886476993343779,
task348,db3e9e38,solve_db3e9e38,true,15,13,"chain,combine,fill,last,lrcorner,mapply,ofcolor,rbind,sfilter,shoot",2,2,1,1,262,262,true,true,28,7392,7531,16.073217,0.6866756241616424,
task007,05269061,solve_05269061,true,15,13,"apply,lbind,mapply,merge,neighbors,objects,paint,rbind,shift",3,3,1,1,262,262,true,true,13,7476,7507,16.076409,0.6864300921210003,
task181,760b3cac,solve_760b3cac,true,13,11,"branch,equality,fill,index,multiply,ofcolor,shift,tojvec,ulcorner,vmirror",3,3,1,1,262,262,true,true,21,1694,1780,17.515631,0.6803971493896483,
task286,b782dc8a,solve_b782dc8a,true,20,18,"chain,colorfilter,difference,dneighbors,fill,first,leastcolor,mfilter,mostcolor,objects,ofcolor,rbind,sfilter,toindices,toobject",2,2,1,1,57,262,true,false,169,163754,165058,12.985948,0.6674473447926254,arc-gen[0]:output_mismatch;arc-gen[1]:output_mismatch;arc-gen[2]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[7]:output_mismatch
task168,6e19193c,solve_6e19193c,true,17,15,"chain,compose,fill,fork,leastcolor,mapply,matcher,objects,rbind",2,2,1,1,262,262,true,true,45,20708,20893,15.052831,0.6631446302414834,
task231,963e52fc,solve_963e52fc,true,18,16,"asobject,astuple,crop,divide,double,height,hperiod,increment,merge,repeat,rot270,rot90,ulcorner,width",3,3,1,1,262,262,true,true,50,38977,39078,14.426685,0.6608321829859035,
task334,d4469b4b,solve_d4469b4b,true,12,10,"branch,canvas,equality,fill,fork,other,palette,x7",7,7,2,2,262,262,true,true,9,700,737,18.397412,0.6602587892189338,
task056,27a28665,solve_27a28665,true,11,9,"branch,canvas,equality,objects,valmax",7,7,3,3,36,36,true,true,9,290,367,19.094638,0.656151316450508,
task236,99b1bc43,solve_99b1bc43,true,12,10,"bottomhalf,canvas,combine,difference,fill,intersection,ofcolor,shape,tophalf",4,4,1,1,262,262,true,true,11,644,645,18.530750,0.6469250316795773,
task270,ae3edfdc,solve_ae3edfdc,true,18,16,"chain,fork,lbind,mapply,objects,paint,replace,x4,x6",3,3,1,1,262,262,true,true,96,27488,28673,14.736289,0.6414819495249127,
task107,469497ad,solve_469497ad,true,20,18,"argmax,argmin,combine,decrement,llcorner,numcolors,objects,paint,shoot,ulcorner,underfill,upscale",3,3,1,1,262,262,true,true,52,87808,101489,13.472294,0.6404280942892675,
task182,776ffc46,solve_776ffc46,true,19,17,"asobject,color,colorfilter,compose,extract,fill,fork,inbox,matcher,mfilter,normalize,objects,sfilter,subgrid,toindices",4,4,1,1,262,262,true,true,168,49115,50154,14.177146,0.636638444172189,
task201,846bdb03,solve_846bdb03,true,20,18,"branch,equality,extract,index,lefthalf,matcher,merge,normalize,objects,other,paint,palette,rbind,remove,shift,subgrid,x14",4,4,1,1,11,261,true,false,135,93458,93766,13.551442,0.6360309775520792,arc-gen[0]:output_mismatch;arc-gen[1]:StopIteration;arc-gen[2]:StopIteration;arc-gen[3]:StopIteration;arc-gen[4]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[7]:StopIteration
task363,e5062a87,solve_e5062a87,true,20,18,"apply,astuple,chain,initset,insert,lbind,merge,normalize,occurrences,ofcolor,paint,rbind,recolor,sfilter",3,3,1,1,249,261,true,false,48,89398,89652,13.596309,0.633538377097989,arc-gen[18]:output_mismatch;arc-gen[48]:output_mismatch;arc-gen[72]:output_mismatch;arc-gen[101]:output_mismatch;arc-gen[103]:output_mismatch;arc-gen[128]:output_mismatch;arc-gen[135]:output_mismatch;arc-gen[136]:output_mismatch
task131,56dc2b01,solve_56dc2b01,true,19,17,"branch,colorfilter,crement,equality,first,gravitate,move,multiply,objects,ofcolor,paint,recolor,shift,sign,x8",3,3,1,1,244,262,true,false,103,45783,46734,14.247773,0.6324839547145884,arc-gen[1]:output_mismatch;arc-gen[2]:output_mismatch;arc-gen[7]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[26]:output_mismatch;arc-gen[38]:output_mismatch;arc-gen[48]:output_mismatch;arc-gen[55]:output_mismatch
task219,90f3ed37,solve_90f3ed37,true,20,18,"apply,chain,compose,first,fork,interval,lbind,mapply,normalize,objects,order,rbind,remove,underfill",3,3,1,1,190,261,true,false,420,85398,85495,13.643787,0.6309007318712607,arc-gen[8]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[13]:output_mismatch;arc-gen[19]:output_mismatch;arc-gen[28]:output_mismatch;arc-gen[31]:output_mismatch;arc-gen[33]:output_mismatch;arc-gen[34]:output_mismatch
task234,98cf29f8,solve_98cf29f8,true,20,18,"backdrop,chain,color,cover,extract,fgpartition,fill,fork,gravitate,other,outbox,rbind,sfilter,shift",3,3,1,1,262,262,true,true,58,81887,81969,13.685904,0.628560911443747,
task184,780d0b14,solve_780d0b14,true,20,18,"apply,asindices,chain,compose,fill,objects,paint,pair,rbind,rot270,rot90,sfilter,totuple",3,3,1,1,43,262,true,false,71,67255,77230,13.745457,0.6252524034201838,arc-gen[0]:output_mismatch;arc-gen[1]:output_mismatch;arc-gen[2]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[7]:output_mismatch
task379,ecdecbb3,solve_ecdecbb3,true,20,18,"apply,colorfilter,compose,fill,fork,intersection,lbind,mapply,mfilter,objects,product",3,3,1,1,186,262,true,false,107,73603,75333,13.770326,0.6238707535998756,arc-gen[0]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[13]:output_mismatch;arc-gen[16]:output_mismatch;arc-gen[19]:output_mismatch;arc-gen[22]:output_mismatch
task186,794b24be,solve_794b24be,true,12,10,"branch,canvas,connect,decrement,equality,fill,insert,ofcolor,size,tojvec",10,10,2,2,255,255,true,true,11,464,510,18.765589,0.6234410725718369,
task165,6d58a25d,solve_6d58a25d,true,20,18,"argmax,chain,color,compose,fork,increment,mapply,merge,objects,rbind,remove,sfilter,underfill,uppermost",3,3,1,1,94,261,true,false,25,68698,69692,13.848159,0.6195467118079331,arc-gen[0]:output_mismatch;arc-gen[1]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[7]:output_mismatch;arc-gen[8]:output_mismatch
task296,bc1d5164,solve_bc1d5164,true,16,14,"astuple,canvas,combine,crop,fill,leastcolor,mapply,rbind,tojvec",5,5,1,1,262,262,true,true,10,5254,5599,16.369657,0.6164530920963495,
task314,cbded52d,solve_cbded52d,true,17,15,"chain,compose,fork,mapply,objects,paint,product,sfilter,sizefilter",3,3,1,1,261,262,true,false,282,9774,9952,15.794471,0.6137019209985973,arc-gen[75]:output_mismatch
task085,3bdb4ada,solve_3bdb4ada,true,21,19,"apply,compose,fill,fork,lbind,mapply,objects,pair,papply,power,totuple",2,2,1,1,262,262,true,true,20,113460,113598,13.359579,0.6126537462884423,
task112,4938f0c2,solve_4938f0c2,true,20,18,"add,branch,fill,greater,height,hmirror,objects,ofcolor,shift,size,toivec,tojvec,vmirror,width",3,3,1,1,260,262,true,false,44,59622,59728,14.002444,0.6109753445085758,arc-gen[78]:output_mismatch;arc-gen[92]:output_mismatch
task180,75b8110e,solve_75b8110e,true,17,15,"bottomhalf,fork,lefthalf,paint,rbind,righthalf,tophalf,x9",5,5,1,1,262,262,true,true,6,8444,9366,15.855159,0.6096560926495658,
task257,a68b268e,solve_a68b268e,true,14,12,"bottomhalf,fill,lefthalf,ofcolor,righthalf,tophalf",6,6,1,1,262,262,true,true,20,1346,1399,17.756487,0.6036260812221235,
task265,a8d7556c,solve_a8d7556c,true,20,18,"add,astuple,branch,equality,fill,index,initset,insert,lbind,mapply,occurrences,paint,recolor,toobject,upscale",3,3,1,1,245,262,true,false,32,39411,39540,14.414932,0.5880593387069227,arc-gen[4]:output_mismatch;arc-gen[24]:output_mismatch;arc-gen[38]:output_mismatch;arc-gen[42]:output_mismatch;arc-gen[97]:output_mismatch;arc-gen[98]:output_mismatch;arc-gen[127]:output_mismatch;arc-gen[187]:output_mismatch
task202,855e0971,solve_855e0971,true,22,20,"branch,chain,compose,fill,fork,frontiers,lbind,mapply,matcher,partition,positive,rbind,rot90,sfilter,size,x7",4,4,1,1,262,262,true,true,31,125742,125756,13.257901,0.5871049400270708,
task221,91413438,solve_91413438,true,21,19,"apply,astuple,canvas,colorcount,compose,first,hconcat,hsplit,interval,lbind,mapply,merge,multiply,objects,paint,rbind,subtract",4,4,1,1,185,262,true,false,28,61059,66087,13.901273,0.5841435439362016,arc-gen[2]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[7]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[13]:output_mismatch;arc-gen[17]:output_mismatch
task392,f8c80d96,solve_f8c80d96,true,20,18,"argmax,argmin,branch,chain,colorfilter,equality,fill,leastcolor,objects,power,replace,size,x10,x11,x9",3,3,1,1,262,262,true,true,51,34074,36161,14.504264,0.5830964704994989,
task205,8731374e,solve_8731374e,true,22,20,"argmax,compose,fill,fork,height,lbind,leastcolor,mapply,merge,objects,ofcolor,rot270,rot90,sfilter,subgrid,vsplit,width",3,3,1,1,184,262,true,false,416,114335,116057,13.338163,0.5830918364355784,arc-gen[2]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[19]:output_mismatch;arc-gen[20]:output_mismatch;arc-gen[24]:output_mismatch
task370,e8dc4411,solve_e8dc4411,true,22,20,"apply,branch,equality,fill,fork,intersection,interval,lbind,leastcolor,mapply,multiply,ofcolor,position,shape,x5",3,3,1,1,169,262,true,false,153,108857,108976,13.401117,0.579944147674055,arc-gen[1]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[10]:output_mismatch;arc-gen[13]:output_mismatch;arc-gen[17]:output_mismatch;arc-gen[19]:output_mismatch;arc-gen[22]:output_mismatch
task226,941d9a10,solve_941d9a10,true,17,15,"apply,astuple,colorfilter,compose,decrement,fill,lbind,objects,shape,x7",3,3,1,1,69,129,true,false,39,5078,5229,16.438025,0.570798355612542,arc-gen[3]:StopIteration;arc-gen[4]:StopIteration;arc-gen[6]:StopIteration;arc-gen[9]:StopIteration;arc-gen[11]:StopIteration;arc-gen[14]:StopIteration;arc-gen[16]:StopIteration;arc-gen[19]:StopIteration
task305,c3f564a4,solve_c3f564a4,true,17,15,"apply,asindices,difference,dmirror,interval,invert,lbind,mapply,ofcolor,paint,pair,papply,toobject",3,3,1,1,250,262,true,false,6,4836,5120,16.459090,0.5693939812022369,arc-gen[50]:output_mismatch;arc-gen[62]:output_mismatch;arc-gen[78]:output_mismatch;arc-gen[108]:output_mismatch;arc-gen[123]:output_mismatch;arc-gen[159]:output_mismatch;arc-gen[160]:output_mismatch;arc-gen[163]:output_mismatch
task138,5daaa586,solve_5daaa586,true,21,19,"argmax,branch,color,colorfilter,compose,extract,fgpartition,fill,greater,mfilter,objects,outbox,prapply,rbind,size,subgrid,toindices",3,3,1,1,235,262,true,false,99,48678,48803,14.204453,0.5681866876506073,arc-gen[7]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[25]:output_mismatch;arc-gen[26]:output_mismatch;arc-gen[46]:output_mismatch;arc-gen[55]:output_mismatch;arc-gen[56]:output_mismatch;arc-gen[58]:output_mismatch
task105,4612dd53,solve_4612dd53,true,18,16,"box,branch,fill,greater,mapply,ofcolor,shift,size,subgrid,ulcorner,underfill",3,3,1,1,262,262,true,true,63,7525,7593,16.065018,0.558436378075827,
task148,673ef223,solve_673ef223,true,20,18,"apply,argmin,branch,colorfilter,equality,fork,leftmost,mapply,objects,ofcolor,rbind,replace,shift,toivec,underfill,x7",3,3,1,1,229,262,true,false,110,22544,22897,14.961239,0.5577089542552054,arc-gen[3]:output_mismatch;arc-gen[25]:output_mismatch;arc-gen[41]:output_mismatch;arc-gen[51]:output_mismatch;arc-gen[53]:output_mismatch;arc-gen[56]:output_mismatch;arc-gen[58]:output_mismatch;arc-gen[59]:output_mismatch
task378,ec883f72,solve_ec883f72,true,21,19,"argmax,color,combine,fork,llcorner,lrcorner,objects,other,palette,remove,shoot,ulcorner,underfill,urcorner",4,4,1,1,205,262,true,false,96,39240,39316,14.420613,0.5568098336677116,arc-gen[1]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[8]:output_mismatch;arc-gen[10]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[18]:output_mismatch;arc-gen[21]:output_mismatch;arc-gen[30]:output_mismatch
task387,f35d900a,solve_f35d900a,true,22,20,"box,chain,compose,difference,fill,fork,lbind,mapply,objects,paint,palette,rbind,remove,sfilter",4,4,1,1,261,261,true,true,125,63880,63968,13.933862,0.5533069118650064,
task362,e48d4e1a,solve_e48d4e1a,true,19,17,"add,canvas,chain,extract,fill,fork,leastcolor,matcher,multiply,ofcolor,rbind,shape,size,x15",4,4,1,1,262,262,true,true,28,12110,12155,15.594504,0.5532644639264838,
task381,ef135b50,solve_ef135b50,true,17,15,"asobject,compose,fill,fork,intersection,mapply,ofcolor,paint,power,product,sfilter,shift,trim",3,3,1,1,261,261,true,true,17,3670,3800,16.757244,0.5495170897142984,
task366,e6721834,solve_e6721834,true,27,25,"apply,branch,chain,compose,first,fork,last,lbind,matcher,merge,mfilter,mostcolor,objects,order,paint,portrait,rbind,sfilter,x2",3,3,1,1,125,262,true,false,723,841805,846332,11.351333,0.5459466798637628,arc-gen[1]:output_mismatch;arc-gen[2]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[8]:output_mismatch;arc-gen[10]:output_mismatch;arc-gen[15]:output_mismatch;arc-gen[18]:output_mismatch
task060,29c11459,solve_29c11459,true,18,16,"apply,compose,fill,fork,lefthalf,mapply,merge,objects,paint,righthalf,shift",2,2,1,1,262,262,true,true,20,5990,6171,16.272384,0.5454760111450667,
task349,db93a21d,solve_db93a21d,true,22,20,"colorfilter,compose,fill,mapply,matcher,objects,ofcolor,power,rbind,sfilter,underfill",4,4,1,1,205,262,true,false,19,46842,50421,14.171837,0.5414081516972338,arc-gen[0]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[18]:output_mismatch;arc-gen[21]:output_mismatch;arc-gen[24]:output_mismatch;arc-gen[31]:output_mismatch;arc-gen[35]:output_mismatch
task199,834ec97d,solve_834ec97d,true,20,18,"add,asindices,compose,fill,first,interval,lbind,leftmost,objects,paint,rbind,sfilter,shift,subtract,uppermost",3,3,1,1,233,262,true,false,22,16427,16481,15.290037,0.5394424156241211,arc-gen[57]:output_mismatch;arc-gen[64]:output_mismatch;arc-gen[83]:output_mismatch;arc-gen[118]:output_mismatch;arc-gen[124]:output_mismatch;arc-gen[130]:output_mismatch;arc-gen[134]:output_mismatch;arc-gen[143]:output_mismatch
task345,d9f24cd1,solve_d9f24cd1,true,20,18,"apply,colorfilter,difference,fill,mapply,matcher,mfilter,objects,ofcolor,prapply,rbind,sfilter,shift,underfill",2,2,1,1,261,261,true,true,89,13902,15758,15.334897,0.5369501917669797,
task313,caa06a1f,solve_caa06a1f,true,24,22,"apply,asobject,astuple,canvas,decrement,double,first,hperiod,index,lbind,mapply,neighbors,objects,paint,power,shape,shift,vperiod,x15",3,3,1,1,234,262,true,false,34,115335,119882,13.305737,0.5315574183927931,arc-gen[4]:output_mismatch;arc-gen[10]:output_mismatch;arc-gen[18]:output_mismatch;arc-gen[25]:output_mismatch;arc-gen[67]:output_mismatch;arc-gen[68]:output_mismatch;arc-gen[84]:output_mismatch;arc-gen[86]:output_mismatch
task358,e21d9049,solve_e21d9049,true,24,22,"apply,asindices,compose,cover,difference,fork,lbind,leastcolor,mapply,merge,neighbors,objects,ofcolor,paint,power,sfilter,shape,x9",2,2,1,1,199,262,true,false,132,114456,114793,13.349114,0.5295857175181253,arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[22]:output_mismatch;arc-gen[24]:output_mismatch;arc-gen[25]:output_mismatch;arc-gen[32]:output_mismatch;arc-gen[35]:output_mismatch
task009,06df4c85,solve_06df4c85,true,24,22,"apply,argmax,colorfilter,compose,difference,fill,fork,merge,mfilter,mostcolor,ofcolor,paint,partition,power,product,remove,sfilter",3,3,1,1,261,261,true,true,22,106706,110547,13.386804,0.5278725476761505,
task063,2bee17df,solve_2bee17df,true,22,20,"astuple,compose,height,interval,lbind,mapply,matcher,merge,pair,rbind,rot90,sfilter,subtract,underfill,x9",3,3,1,1,260,262,true,false,34,30944,30976,14.659032,0.5170483995038151,arc-gen[1]:output_mismatch;arc-gen[222]:output_mismatch
task101,447fd412,solve_447fd412,true,27,25,"apply,argmax,chain,compose,fork,interval,lbind,mapply,normalize,objects,paint,rapply",3,3,1,1,138,262,true,false,125,374813,374919,12.165535,0.5133786112648475,arc-gen[1]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[8]:output_mismatch;arc-gen[13]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[17]:output_mismatch;arc-gen[18]:output_mismatch
task055,272f95fa,solve_272f95fa,true,22,20,"apply,argmax,argmin,colorfilter,compose,extract,fill,lbind,objects,rbind,remove,sfilter",2,2,1,1,262,262,true,true,166,27544,28538,14.741008,0.512949590574526,
task212,8d510a79,solve_8d510a79,true,20,18,"chain,compose,fill,fork,lbind,mapply,ofcolor,underfill,uppermost",2,2,1,1,262,262,true,true,53,9512,9650,15.825287,0.5097062885740573,
task059,29623171,solve_29623171,true,22,20,"apply,compose,fill,fork,interval,leastcolor,matcher,mfilter,product,rbind,valmax",3,3,1,1,262,262,true,true,20,23114,25661,14.847272,0.5076363804285806,
task238,9aec4887,solve_9aec4887,true,24,22,"apply,argmin,chain,fill,fork,intersection,lbind,normalize,objects,other,paint,rbind,shift,subgrid,toindices,x18,x20",3,3,1,1,133,262,true,false,102,65925,67372,13.882015,0.5053629445599217,arc-gen[0]:output_mismatch;arc-gen[1]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[5]:IndexError;arc-gen[6]:IndexError;arc-gen[7]:output_mismatch;arc-gen[11]:IndexError
task173,72322fa7,solve_72322fa7,true,26,24,"compose,difference,fork,lbind,mapply,matcher,objects,paint,sfilter",3,3,1,1,262,262,true,true,68,175562,175779,12.923017,0.5032076167988796,
task040,2204b7a8,solve_2204b7a8,true,20,18,"branch,compose,decrement,greater,index,lbind,objects,replace,shape,x3,x7,x8,x9",3,3,1,1,260,262,true,false,36,8114,8176,15.991042,0.5004976840246381,arc-gen[111]:output_mismatch;arc-gen[198]:output_mismatch
task341,d6ad076f,solve_d6ad076f,true,22,20,"argmax,argmin,branch,colorfilter,cover,equality,inbox,mapply,mfilter,multiply,objects,rbind,underfill,valmax,vmatching,x6",3,3,1,1,216,262,true,false,101,20810,21099,15.043019,0.4978490462488064,arc-gen[0]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[8]:output_mismatch;arc-gen[22]:output_mismatch;arc-gen[32]:output_mismatch;arc-gen[41]:output_mismatch;arc-gen[50]:output_mismatch
task123,539a4f51,solve_539a4f51,true,21,19,"asobject,astuple,branch,canvas,colorcount,crop,decrement,dmirror,hconcat,index,multiply,paint,positive,shape,vconcat,vupscale,width",3,3,1,1,203,261,true,false,17,10679,11627,15.638915,0.49268869782466357,arc-gen[10]:output_mismatch;arc-gen[17]:output_mismatch;arc-gen[32]:output_mismatch;arc-gen[38]:output_mismatch;arc-gen[40]:output_mismatch;arc-gen[43]:output_mismatch;arc-gen[44]:output_mismatch;arc-gen[45]:output_mismatch
task197,82819916,solve_82819916,true,24,22,"argmax,compose,difference,fork,lbind,mapply,matcher,normalize,objects,paint,rbind,remove,sfilter,x7",4,4,1,1,262,262,true,true,18,50722,50738,14.165570,0.4924741098064817,
